user_id,age,gender,attention,block_number,trial_number,trial_type,conditions,p_inspection,inspection,fine_size,profitable_side,true_side,choice,trial_payoff,alternative_payoff,choice_correct,rt_choice,block_errors,final_errors,block_payoff,final_payoff,bonus,final_payment,error
56100d727ffc8a0005811338,43,female,1,1,1,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.498,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,2,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.513,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,5,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.345,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,7,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.236,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,8,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.652,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,9,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.335,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,10,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.233,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,11,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.407,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,13,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.294,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,14,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.461,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,17,Ambigous_right,3,0,0,0,left,right,left,2,1,0,0.235,6,1,141,277,0.277,1.7269999999999999,1
56100d727ffc8a0005811338,43,female,1,1,18,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.31,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,19,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.31,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,20,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.491,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,21,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.28800000000000003,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,22,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.612,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,23,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.224,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,24,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.189,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,26,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.275,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,28,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.208,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,29,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.534,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,32,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.214,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,33,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.454,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,35,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.208,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,37,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.258,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,38,Clear_not_profit_side,3,0,0,0,left,right,left,2,1,0,0.618,6,1,141,277,0.277,1.7269999999999999,1
56100d727ffc8a0005811338,43,female,1,1,39,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.263,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,40,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.245,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,42,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.203,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,45,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.26,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,46,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.234,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,47,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.214,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,49,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.236,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,51,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.181,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,56,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.217,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,58,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.199,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,60,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.203,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,62,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.268,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,64,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.21,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,65,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.545,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,66,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.469,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,68,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.622,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,69,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.83,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,70,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.18,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,72,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.203,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,75,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.209,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,76,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.782,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,77,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.627,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,78,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.669,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,81,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.7240000000000001,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,82,Ambigous_right,3,0,0,0,left,right,left,2,1,0,0.596,6,1,141,277,0.277,1.7269999999999999,1
56100d727ffc8a0005811338,43,female,1,1,83,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.14800000000000002,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,84,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.436,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,87,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.21,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,91,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.16699999999999998,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,93,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.124,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,96,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.123,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,98,Ambigous_right,3,0,0,0,left,right,right,1,2,1,0.156,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,1,99,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.153,6,1,141,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,2,3,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.157,7,1,136,277,0.277,1.7269999999999999,0
56100d727ffc8a0005811338,43,female,1,2,4,Clear_not_profit_side,3,0,0,0,left,right,right,1,2,1,0.188,7,1,136,277,0.277,1.7269999999999999,0
